6,label,hector balderas,senate,martin,us,heinrich,mexico,albuquerquebased,heather wilson,hypothetical,campaign,toptier,supporters,democrats,race,statewide,survey,bingaman dnm,republican,greg sowards,congressional,potential,competitive,john sanchez,auditor,holding,showed,recruit,seat,include,jeff bingaman,announced,embark,run,february,length,giving,serious thought,greatly,balderas,reelection,second,candidate,statewide listening,joins,polling,john sanchez r,former,recent,democrat,message,expected,chances,heather,continue,discussed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,multipartiterank,microsoft blames google,windows phone,youtube app,google,youtube videos,microsoft,suckiness,youtube,app,search engine competitors,android,antitrust investigation,european union,information google,new windows phones,lack,interesting,users,necessary data,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,label,forth,iphones,basically,interfaces,refused,apple,ratings,second,european,youtube,interesting,app,windows,displaying,metadata,microsoft,permission,favorites,lacking,thing,competing,blocked,functionality,necessary,claim,google,ready,story,operating,offered,data,video categories,windows phone,stones,browser displaying,versions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,multipartiterank,rooney scores,united,goals,chelsea slips london,25th minute,third place,points,second straight top,chelsea,penalty kicks,draw,hat trick,minute header,rangers,saturday,rooney,comeback victory,hannover,west ham,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,label,chance,defending,header,relegationthreatened,concerned,rounded,prospects,reclaim,premier league,retaining,rallied,played,second straight,united,raced,performance,track,game,needed,hannover,championship,hopes,record,dimmed,scores,65thminute,penalty,scoring,minute,former manager,decade,halftime deficit boosting,slipped,championship performance,champions,allowed man,matches,london,curled,glasgow scotland,beat,striker,shooting,kick,corner kick,victory,scored,goalkeeper,hat trick,inadvertent,standings,deficit,score,draw against,goal,tied,escape,goals,manchester united,results,team,penalty kick,defeat,english premier league,matter,grinding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,multipartiterank,west ham united,manchester united,goals,wayne rooney,match report,mark noble,upton park,premier league game,half hat,kick,second,referee lee mason,rooney,penalty,lead,noble,united,nemanja vidic,minutes,robert green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,label,2,4,match report,west ham united,manchester united,france,secondhalf hattrick,inevitably,flashed,brought,tucking,denying,prevented,dismissed,beat,nerve,grabbed,premier league,handled,hosts,ghana,flick up,united,serbia,raced,struck,defence,manager,goal,halftime interval,position,england,pulling,decision,remaining,collected,establish,gloss,strengthen,opposite corner,spotkick,levelled,penalty,curling freekick,criticising,kickoff,substitute forced,goals,opportunity,felt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,multipartiterank,tax evasion,old clayton smart,cemetery case memphis,guilty,oklahoma,year,funeral home trust funds,smart,cemetery owner,charge,71-year,memphis,plea friday,millions,wmc,part,man,larger deal,prison,prosecutors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,label,evasion,income,tennessee,year,memphis,helping steal millions,million,clayton,michigan prosecutors,funds,funeral,made,actually made more,plea friday,return,trust funds,filed,cemetery,indicted,larger deal reached earlier,transferring,showing,sentenced,smart,oklahoma,charge,pleaded guilty,man pleads guilty,guilty,plea,millions,prison,oilman,diverting,michigan,smart filed,federal tax,memphis smart,helping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,multipartiterank,google founder,page,ceo mon,google,eric schmidt,larry page,company,ceo,ready,veteran silicon valley executive,schmidt,years,revolutionary new technology,job,intelligence,investors,san francisco,percent drop,first employee,term projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,label,time,invented,computers were,apple,projects,embraced,programming,current,history,standards,topped,meetings,make,earnings,stimulate,transformation,rented,publicly,different,products,stunning,investors,changed,corporate,mother,regulators around,rising,better prepared,admirers,brought,personal,worked,chief liaison,automobiles,reflected,shares,encourage,dominance,learned,performances,announced,operates,responsible,quantities,biography,uncertainty,company,encourages,match,started,2009,2007,created,intelligence,companies,cultivated,8,artificial,computer,pursuing,emphasis,interesting,lucrative,delighting,independent,including,2001,founder,financial,microsoft,lawmakers,growth,impressed,product,rebellious,technology,freewheeling,larry page,1980s,father,important,conversations,ready,37,38,leading,bureaucracy,silverstein,january,hired,1998,taciturn,hightech,ceo,respect,scientist,michigan,predictable,company's,happened,internet,impulses,internet's,30000,leadership,replacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,multipartiterank,dolce,gabbana,largest fashion brands,powerful design duo,1bn fraud case,trial,company,milan judge rules,brands,italian fashion,1bn,judge,alleged,enough evidence,designers,charges,beloved,world,court,italian designers domenico dolce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,label,luxembourg,designers,dolce,ground,milan judge,fashion brands,man,kylie,gabbana,woman being,brand,eurolook,stefano gabbana,accusations,madonna,exalting gang rape,evidence,milanese designers,simone luerti,men,members,dodge,giorgio armani,charge,italian designers domenico dolce,moltosexy,makeup,countries,revenues,celebrities,welltailored,powerful,perfume,fashion,alleged,highend,inquiry,dresses,italian,ability,trousers,advertisement,denied,branded,affected,investigation,armani,younger,partnership,copied,label,company,accused,couple,rules,looked,stand,wear,success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,multipartiterank,victim,giants fan,dodgers clothing,dodgers stadium,los angeles,attackers,men,moore,police,head,giants,savage beating,game,thursday,san francisco giants fan,dodgers,police late friday,parking lot,investigators,thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,label,stadium,said,baseball,fourdoor,victim,dodgers,released,men,investigators,game,somebody's,unfortunate,thousands,fled,committed,incident,night's,paramedic,speedy,angeles,injury,moore,bochy,turned,woman,los,blindsided,continue,cruz,found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,multipartiterank,chemical companies,fourth quarter,kraton manufactures,sales volume,kraton performance polymers,products,global growth story,share,estimates,higher monomer costs,earnings,cents,company,kraton,price increases,zacks,indication,raw material costs,times,revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,label,higher,nice,kraton,price,material,volume,420,soared,expects,estimates,lubricants,paving,last,ground,ohio,zackscom,manufactures,company,addition,average,42,roe,trends,germany france brazil japan,curtis hesler,zacks value trader service,silver wheaton,north america,consensus,60 countries,bullish,styrenic block copolymers,5 plants,engineered,chemical companies,pricetobook ratio,lubricants footwear,pe,earnings growth,adhesives coatings personal care products sealants,245,global,stellar return,roofing,plastics,roofing,polymers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,multipartiterank,nasdaq,nyse,bruised deutsche boerse,ice succeed,german deal,shareholders,ice bid,deutsche boerse,ice,exchanges,stock exchanges,world,capitalism,electronic trading,market share,largest bourse operators,board,new york,cash portion,mergers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,label,highspeed,managing,combined franchise,allelectronic,founder,shareholders,promised shareholders,capital markets,small,marginalized,bigger,savings,germans,advisory partners,nasdaq,attached,bid,opportunity,mergers,losses,snatch,combined exchange,million,venues,largest,ratings,acquire,directors,annual operating,succeed,advising,prepared,deutsche boerse,share,lazard broadhaven capital,bumpy,embrace electronic trading,new york paris amsterdam brussels,german deal,capital,from a,announcement,electronic,investor,new,europe,deal,division under,merger race,met,capitalism,source,lowmargin stocktrading business,job,board,bourse operators,proposal,cut,technology,corporate,believe,annual,better option,possible combination,american,euronext,even more money,franchise,doubledigit accretion,medium,former vice chairman,expand,secondlargest,billion,advisory,upgrade,cash,billion market,four,severe,icon,shareholder,buttonwood,people,exchange,say,line,interestrate business,want,chief rival,point,caldwell securities ltd,work,company,management,junk,upstart,pressure,merger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,multipartiterank,blood sugar guelph,sugar levels,coffee,fast,food,blood,ontario,fat meal,caffeinated coffee,body weight,april,soleil beaudoin,sugar,people,study,upi,healthy men,hours,body,guelph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,label,,bloodsugar,fastfood,soaring,coffee,university,eating,blood,nutrition,doubles,soaring blood,beaudoin,produces,discovered,caffeinated,beverage,cocktail,gram,canadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,multipartiterank,radiation,illinois,metro east springfield,state tests,emergency management agency,japan,officials,trace materials,levels,nuclear power reactors,springfield area,clinton counties,safety levels,grass clippings,radioactivity,earthquake,public health,milk,springfield air samples,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
